PublicAddress,ControlNbr,CCN,Precinct,ReportedDate,BeginDate,Time,Offense,Description,UCRCode,EnteredDate,GBSID,Lat,Long,X,Y,Neighborhood,LastChanged,LastUpdateDate,OBJECTID,x2,y2
0029XX 44 ST W,3734427,MP 2018 999742,99,1/17/2018 10:31:48 AM,1/16/2018 7:00:00 PM,19:00:00,TFMV,Theft From Motr Vehc,07,1/17/2018 10:31:48 AM,20858,44.92332521,-93.31699746,-10388000.6395,5609458.6762,LINDEN HILLS,1/17/2018 10:31:54 AM,1/17/2018 8:00:32 PM,247,-10388000.6395,5609458.6762
4 AV S / 7 ST S,3734441,MP 2018 016975,01,1/17/2018 11:00:00 AM,1/11/2018 6:00:00 PM,18:00:00,AUTOTH,Motor Vehicle Theft,08,1/17/2018 11:26:34 AM,,44.97459,-93.2668,-10382412.17,5617521.75,DOWNTOWN WEST,1/17/2018 2:15:59 PM,1/17/2018 8:00:32 PM,250,-10382412.17,5617521.75
0053XX SHOREVIEW AV ,3734452,MP 2018 999737,03,1/17/2018 12:34:00 PM,1/17/2018 6:40:00 AM,06:40:00,TFMV,Theft From Motr Vehc,07,1/17/2018 12:34:00 PM,13391,44.90671751,-93.23568858,-10378949.3766,5606848.0024,KEEWAYDIN,1/17/2018 12:34:01 PM,1/17/2018 8:00:32 PM,254,-10378949.3766,5606848.0024
0009XX Broadway AV W,3734499,MP 2018 017349,04,1/17/2018 5:39:00 PM,1/17/2018 3:30:00 PM,15:30:00,TFMV,Theft From Motr Vehc,07,1/17/2018 5:36:48 PM,15960,44.99914804,-93.29181556,-10385197.4033,5621387.3639,HAWTHORNE,1/17/2018 7:31:53 PM,1/17/2018 8:00:32 PM,262,-10385197.4033,5621387.3639
0021XX Bloomington AV S,3733053,MP 2018 009353,03,1/9/2018 8:43:00 PM,1/9/2018 7:45:00 PM,19:45:00,AUTOTH,Motor Vehicle Theft,08,1/9/2018 8:43:19 PM,21475,44.96137613,-93.25233114,-10380802.0176,5615442.9964,VENTURA VILLAGE,1/10/2018 5:27:29 AM,1/10/2018 8:00:35 PM,278,-10380802.0176,5615442.9964
0019XX Chicago AV S,3733059,MP 2018 009287,03,1/9/2018 9:04:00 PM,1/9/2018 6:30:00 PM,18:30:00,AUTOTH,Motor Vehicle Theft,08,1/9/2018 9:04:00 PM,17443,44.96331865,-93.26255347,-10381939.9627,5615748.605,VENTURA VILLAGE,1/9/2018 9:33:22 PM,1/10/2018 8:00:35 PM,281,-10381939.9627,5615748.605
0027XX Pierce ST NE,3733108,MP 2018 009730,02,1/10/2018 8:30:00 AM,1/9/2018 8:00:00 PM,20:00:00,AUTOTH,Motor Vehicle Theft,08,1/10/2018 8:33:20 AM,10803,45.01770634,-93.24095626,-10379535.7724,5624309.4179,AUDUBON PARK,1/10/2018 2:14:44 PM,1/10/2018 8:00:35 PM,288,-10379535.7724,5624309.4179
0026XX 14 AV S,3733149,MP 2018 009787,03,1/10/2018 10:20:00 AM,1/10/2018 8:45:00 AM,08:45:00,AUTOTH,Motor Vehicle Theft,08,1/10/2018 10:17:52 AM,18405,44.95463336,-93.25498841,-10381097.824,5614382.2619,MIDTOWN PHILLIPS,1/10/2018 2:34:16 PM,1/10/2018 8:00:35 PM,290,-10381097.824,5614382.2619
26 AV N / Queen AV N,3733153,MP 2018 009797,04,1/10/2018 10:40:00 AM,1/10/2018 5:30:00 AM,05:30:00,AUTOTH,Motor Vehicle Theft,08,1/10/2018 10:40:22 AM,,45.00602,-93.30948,-10387164.35,5622469.918,JORDAN,1/10/2018 11:33:18 AM,1/10/2018 8:00:35 PM,291,-10387164.35,5622469.918
0026XX 28 AV S,3733159,MP 2018 009860,03,1/10/2018 11:38:00 AM,1/10/2018 10:20:00 AM,10:20:00,TFMV,Theft From Motr Vehc,07,1/10/2018 11:36:39 AM,19409,44.95520304,-93.23149519,-10378482.5701,5614471.8772,SEWARD,1/10/2018 2:33:55 PM,1/10/2018 8:00:35 PM,293,-10378482.5701,5614471.8772
0012XX Tyler ST NE,3733169,MP 2018 999831,02,1/10/2018 1:11:39 PM,1/9/2018 4:00:00 PM,16:00:00,TFMV,Theft From Motr Vehc,07,1/10/2018 1:11:39 PM,15756,44.99960635,-93.24608283,-10380106.4588,5621459.5144,BELTRAMI,1/10/2018 1:11:45 PM,1/10/2018 8:00:35 PM,297,-10380106.4588,5621459.5144
0031XX Penn AV N,3733199,MP 2018 010016,04,1/10/2018 2:25:00 PM,1/10/2018 12:50:00 PM,12:50:00,TFMV,Theft From Motr Vehc,07,1/10/2018 2:38:43 PM,10716,45.01235203,-93.30823595,-10387025.3133,5623466.2709,CLEVELAND,1/10/2018 6:20:56 PM,1/10/2018 8:00:35 PM,301,-10387025.3133,5623466.2709
0037XX Lyndale AV N,3736121,MP 2018 025478,04,1/25/2018 6:26:00 AM,1/25/2018 5:44:00 AM,05:44:00,AUTOTH,Motor Vehicle Theft,08,1/25/2018 6:25:44 AM,18136,45.02302234,-93.28805488,-10384778.7666,5625146.6115,MCKINLEY,1/27/2018 2:30:41 AM,1/27/2018 8:00:31 PM,305,-10384778.7666,5625146.6115
0011XX Broadway AV W,3736425,MP 2018 026868,04,1/26/2018 3:14:00 PM,1/26/2018 2:00:00 PM,14:00:00,TFMV,Theft From Motr Vehc,07,1/26/2018 3:13:47 PM,15076,44.99915806,-93.29487623,-10385538.1151,5621388.9417,NEAR - NORTH,1/27/2018 12:10:11 PM,1/27/2018 8:00:31 PM,307,-10385538.1151,5621388.9417
0050XX 6 ST N,3736443,MP 2018 026928,04,1/26/2018 5:00:00 PM,1/26/2018 3:41:00 PM,15:41:00,AUTOTH,Motor Vehicle Theft,08,1/26/2018 5:00:27 PM,21049,45.04661921,-93.28763199,-10384731.6907,5628863.7144,LIND - BOHANON,1/27/2018 11:08:42 AM,1/27/2018 8:00:31 PM,309,-10384731.6907,5628863.7144
0045XX Bryant AV N,3736498,MP 2018 027402,04,1/26/2018 11:26:00 PM,1/26/2018 10:50:00 PM,22:50:00,AUTOTH,Motor Vehicle Theft,08,1/26/2018 11:25:37 PM,10466,45.03758434,-93.29140573,-10385151.7809,5627440.3134,LIND - BOHANON,1/27/2018 2:41:00 AM,1/27/2018 8:00:31 PM,319,-10385151.7809,5627440.3134
0004XX 14 AV SE,3736510,MP 2018 027461,02,1/27/2018 12:40:00 AM,1/26/2018 11:15:00 PM,23:15:00,AUTOTH,Motor Vehicle Theft,08,1/27/2018 12:40:45 AM,16640,44.98098175,-93.23538811,-10378915.9284,5618527.9491,MARCY HOLMES,1/27/2018 3:40:31 AM,1/27/2018 8:00:31 PM,320,-10378915.9284,5618527.9491
0002XX Broadway AV W,3736527,MP 2018 027610,04,1/27/2018 5:00:00 AM,1/27/2018 2:15:00 AM,02:15:00,AUTOTH,Motor Vehicle Theft,08,1/27/2018 3:39:42 AM,16745,44.9991114,-93.28101713,-10383995.328,5621381.5961,HAWTHORNE,1/27/2018 5:11:16 AM,1/27/2018 8:00:31 PM,322,-10383995.328,5621381.5961
0006XX 2 ST N,3736592,MP 2018 999560,01,1/27/2018 9:55:59 AM,1/25/2018 7:30:00 PM,19:30:00,TFMV,Theft From Motr Vehc,07,1/27/2018 9:55:59 AM,14829,44.98816027,-93.27524423,-10383352.6912,5619657.7553,NORTH LOOP,1/27/2018 9:56:04 AM,1/27/2018 8:00:31 PM,328,-10383352.6912,5619657.7553
0009XX 5 ST SE,3736639,MP 2018 027923,02,1/27/2018 12:05:00 PM,1/26/2018 3:00:00 PM,15:00:00,TFMV,Theft From Motr Vehc,07,1/27/2018 12:04:26 PM,22240,44.98383787,-93.24093631,-10379533.5516,5618977.4486,MARCY HOLMES,1/27/2018 2:02:09 PM,1/27/2018 8:00:31 PM,333,-10379533.5516,5618977.4486
0006XX Washington AV N,3736652,MP 2018 999555,01,1/27/2018 1:10:07 PM,1/25/2018 9:20:00 PM,21:20:00,TFMV,Theft From Motr Vehc,07,1/27/2018 1:10:07 PM,16903,44.98717165,-93.27623838,-10383463.3599,5619502.1503,NORTH LOOP,1/27/2018 1:10:12 PM,1/27/2018 8:00:31 PM,335,-10383463.3599,5619502.1503
0018XX 4 ST NE,3736654,MP 2018 999553,02,1/27/2018 1:27:07 PM,1/24/2018 7:00:00 PM,19:00:00,TFMV,Theft From Motr Vehc,07,1/27/2018 1:27:07 PM,15287,45.0069056,-93.26157377,-10381830.9022,5622608.6965,HOLLAND,1/27/2018 1:27:08 PM,1/27/2018 8:00:31 PM,336,-10381830.9022,5622608.6965
0037XX Stevens AV S,3736655,MP 2018 028010,05,1/27/2018 1:30:00 PM,1/25/2018 8:30:00 PM,20:30:00,TFMV,Theft From Motr Vehc,07,1/27/2018 1:29:26 PM,15464,44.93503212,-93.27532593,-10383361.7866,5611299.4158,KING FIELD,1/27/2018 2:09:46 PM,1/27/2018 8:00:31 PM,337,-10383361.7866,5611299.4158
0028XX Fremont AV S,3736656,MP 2018 027941,05,1/27/2018 1:30:00 PM,1/19/2018 6:00:00 PM,18:00:00,TFMV,Theft From Motr Vehc,07,1/27/2018 1:29:49 PM,17312,44.95099605,-93.29571711,-10385631.7224,5613810.113,LOWRY HILL EAST,1/27/2018 2:04:50 PM,1/27/2018 8:00:31 PM,338,-10385631.7224,5613810.113
0013XX SPRUCE PL ,3736680,MP 2018 999548,01,1/27/2018 4:06:14 PM,1/26/2018 8:00:00 PM,20:00:00,TFMV,Theft From Motr Vehc,07,1/27/2018 4:06:14 PM,17039,44.96932761,-93.2808366,-10383975.2316,5616694.0381,LORING PARK,1/27/2018 4:06:19 PM,1/27/2018 8:00:31 PM,340,-10383975.2316,5616694.0381
6 ST S / Cedar AV S,3756253,MP 2018 131750,01,4/26/2018 11:04:00 PM,4/26/2018 5:00:00 PM,17:00:00,TFMV,Theft From Motr Vehc,07,4/26/2018 10:59:21 PM,,44.96773,-93.24727,-10380238.21,5616443.405,CEDAR RIVERSIDE,4/28/2018 4:12:40 PM,4/28/2018 8:00:33 PM,343,-10380238.21,5616443.405
0007XX 4 ST S,3756460,MP 2018 133076,01,4/27/2018 7:40:00 PM,4/27/2018 11:59:00 AM,11:59:00,TFMV,Theft From Motr Vehc,07,4/27/2018 7:38:51 PM,18599,44.97546603,-93.25960587,-10381611.837,5617659.9407,DOWNTOWN EAST,4/27/2018 10:34:33 PM,4/28/2018 8:00:33 PM,348,-10381611.837,5617659.9407
0015XX 26 ST E,3756491,MP 2018 133039,03,4/27/2018 10:13:00 PM,4/26/2018 10:00:00 PM,22:00:00,TFMV,Theft From Motr Vehc,07,4/27/2018 10:12:49 PM,16447,44.95553978,-93.25306709,-10380883.9431,5614524.8486,MIDTOWN PHILLIPS,4/27/2018 11:17:17 PM,4/28/2018 8:00:33 PM,353,-10380883.9431,5614524.8486
0047XX Chicago AV S,3756525,MP 2018 133388,03,4/28/2018 1:00:00 AM,4/27/2018 8:00:00 PM,20:00:00,TFMV,Theft From Motr Vehc,07,4/28/2018 1:00:21 AM,12729,44.91700664,-93.26262036,-10381947.4083,5608465.3301,NORTHROP,4/28/2018 2:35:35 AM,4/28/2018 8:00:33 PM,359,-10381947.4083,5608465.3301
0025XX Chicago AV S,3756534,MP 2018 133535,03,4/28/2018 3:00:00 AM,4/28/2018 1:10:00 AM,01:10:00,AUTOTH,Motor Vehicle Theft,08,4/28/2018 2:59:37 AM,18934,44.95642799,-93.26259001,-10381944.0295,5614664.5715,MIDTOWN PHILLIPS,4/28/2018 10:11:19 AM,4/28/2018 8:00:33 PM,362,-10381944.0295,5614664.5715
0041XX 18 AV S,3756595,MP 2018 997943,03,4/28/2018 9:42:01 AM,4/27/2018 9:00:00 PM,21:00:00,TFMV,Theft From Motr Vehc,07,4/28/2018 9:42:01 AM,20872,44.92778748,-93.2485904,-10380385.6005,5610160.2571,BANCROFT,4/28/2018 10:10:08 AM,4/28/2018 8:00:33 PM,372,-10380385.6005,5610160.2571
2 AV S / Lyndale AV N,3756607,MP 2018 133804,04,4/28/2018 12:03:00 PM,4/27/2018 7:00:00 PM,19:00:00,AUTOTH,Motor Vehicle Theft,08,4/28/2018 12:00:57 PM,0,0,0,0,0,,4/28/2018 3:21:06 PM,4/28/2018 8:00:33 PM,373,0,0
0019XX Chicago AV S,3756617,MP 2018 133930,03,4/28/2018 1:20:00 PM,4/28/2018 12:40:00 PM,12:40:00,AUTOTH,Motor Vehicle Theft,08,4/28/2018 1:19:35 PM,17443,44.96331865,-93.26255347,-10381939.9627,5615748.605,VENTURA VILLAGE,4/28/2018 3:12:36 PM,4/28/2018 8:00:33 PM,376,-10381939.9627,5615748.605
31ST ST  / 13 AV S,3756623,MP 2018 997940,99,4/28/2018 2:00:28 PM,4/26/2018 7:00:00 PM,19:00:00,TFMV,Theft From Motr Vehc,07,4/28/2018 2:00:28 PM,,44.94655,-93.2563,-10381243.93,5613110.911,POWDERHORN PARK,4/28/2018 2:00:34 PM,4/28/2018 8:00:33 PM,377,-10381243.93,5613110.911
0051XX Dupont AV S,3756647,MP 2018 997935,05,4/28/2018 5:14:31 PM,4/27/2018 11:00:00 PM,23:00:00,TFMV,Theft From Motr Vehc,07,4/28/2018 5:14:31 PM,21938,44.90962471,-93.29336797,-10385370.217,5607304.9493,LYNNHURST,4/28/2018 5:14:36 PM,4/28/2018 8:00:33 PM,383,-10385370.217,5607304.9493
00001X 8 ST N,3731648,MP 2018 002194,01,1/3/2018 3:55:00 AM,1/3/2018 3:30:00 AM,03:30:00,AUTOTH,Motor Vehicle Theft,08,1/3/2018 4:46:32 AM,19543,44.9776096,-93.27644748,-10383486.6362,5617997.265,DOWNTOWN WEST,1/4/2018 7:38:53 AM,1/4/2018 8:00:31 PM,389,-10383486.6362,5617997.265
0026XX Emerson AV N,3731658,MP 2018 002264,04,1/3/2018 8:39:00 AM,1/3/2018 7:50:00 AM,07:50:00,AUTOTH,Motor Vehicle Theft,08,1/3/2018 8:39:17 AM,20359,45.0068497,-93.29431515,-10385475.6566,5622599.8956,HAWTHORNE,1/4/2018 6:26:21 AM,1/4/2018 8:00:31 PM,390,-10385475.6566,5622599.8956
0033XX 41 ST E,3731730,MP 2018 002619,03,1/3/2018 3:28:00 PM,10/29/2017 9:00:00 PM,21:00:00,TFMV,Theft From Motr Vehc,07,1/3/2018 3:27:02 PM,19211,44.92872216,-93.223759,-10377621.3821,5610307.2203,HIAWATHA,1/4/2018 5:22:48 AM,1/4/2018 8:00:31 PM,393,-10377621.3821,5610307.2203
0010XX Washington AV SE,3731735,MP 2018 002628,02,1/3/2018 4:05:00 PM,12/24/2017 2:00:00 AM,02:00:00,TFMV,Theft From Motr Vehc,07,1/3/2018 4:03:25 PM,19567,44.97365396,-93.22315143,-10377553.7474,5617374.7946,PROSPECT PARK - EAST RIVER ROAD,1/4/2018 7:10:11 AM,1/4/2018 8:00:31 PM,394,-10377553.7474,5617374.7946
5 ST S / Park AV S,3731783,MP 2018 002912,01,1/3/2018 8:00:00 PM,1/3/2018 6:52:00 PM,18:52:00,AUTOTH,Motor Vehicle Theft,08,1/3/2018 7:58:36 PM,,44.97478,-93.26108,-10381775.57,5617552.03,ELLIOT PARK,1/4/2018 1:11:51 AM,1/4/2018 8:00:31 PM,398,-10381775.57,5617552.03
0030XX Lyndale AV S,3731784,MP 2018 002968,05,1/3/2018 8:00:00 PM,1/3/2018 6:15:00 PM,18:15:00,TFMV,Theft From Motr Vehc,07,1/3/2018 8:00:38 PM,19250,44.94748459,-93.28810737,-10384784.6096,5613257.795,LYNDALE,1/4/2018 8:25:11 AM,1/4/2018 8:00:31 PM,399,-10384784.6096,5613257.795
0009XX 27 AV S,3731812,MP 2018 003086,03,1/3/2018 10:00:00 PM,1/3/2018 8:30:00 PM,20:30:00,TFMV,Theft From Motr Vehc,07,1/3/2018 10:02:40 PM,17203,44.96336265,-93.23298664,-10378648.5974,5615755.5274,SEWARD,1/4/2018 5:26:09 AM,1/4/2018 8:00:31 PM,405,-10378648.5974,5615755.5274
0046XX Lyndale AV N,3731816,MP 2018 002880,04,1/3/2018 10:24:00 PM,1/3/2018 6:23:00 PM,18:23:00,TFMV,Theft From Motr Vehc,07,1/3/2018 10:23:44 PM,15925,45.03942872,-93.28731427,-10384696.3218,5627730.8686,LIND - BOHANON,1/5/2018 6:21:43 AM,1/5/2018 8:00:38 PM,406,-10384696.3218,5627730.8686
0013XX 2 ST NE,3731822,MP 2018 003101,02,1/3/2018 10:30:00 PM,1/3/2018 8:00:00 PM,20:00:00,TFMV,Theft From Motr Vehc,07,1/3/2018 10:43:21 PM,18706,45.00143997,-93.26614724,-10382340.0186,5621748.1829,SHERIDAN,1/3/2018 11:38:09 PM,1/4/2018 8:00:31 PM,408,-10382340.0186,5621748.1829
0013XX 2 ST NE,3731825,MP 2018 003127,02,1/3/2018 11:01:00 PM,1/3/2018 8:00:00 PM,20:00:00,TFMV,Theft From Motr Vehc,07,1/3/2018 11:01:08 PM,18706,45.00143997,-93.26614724,-10382340.0186,5621748.1829,SHERIDAN,1/4/2018 10:40:50 AM,1/4/2018 8:00:31 PM,410,-10382340.0186,5621748.1829
0035XX Snelling AV S,3731828,MP 2018 003156,03,1/3/2018 11:28:00 PM,1/3/2018 10:30:00 PM,22:30:00,AUTOTH,Motor Vehicle Theft,08,1/3/2018 11:27:15 PM,20368,44.93864964,-93.22894123,-10378198.2648,5611868.2931,HOWE,1/4/2018 5:20:00 AM,1/4/2018 8:00:31 PM,412,-10378198.2648,5611868.2931
0021XX Como AV SE,3731847,MP 2018 003243,02,1/4/2018 12:59:00 AM,1/3/2018 8:00:00 PM,20:00:00,AUTOTH,Motor Vehicle Theft,08,1/4/2018 12:59:12 AM,11506,44.9878819,-93.22219734,-10377447.5382,5619613.9411,COMO,1/4/2018 7:16:57 AM,1/4/2018 8:00:31 PM,416,-10377447.5382,5619613.9411
0018XX Central AV NE,3731849,MP 2018 003233,02,1/4/2018 1:15:00 AM,1/3/2018 11:30:00 PM,23:30:00,AUTOTH,Motor Vehicle Theft,08,1/4/2018 1:04:59 AM,15311,45.00642144,-93.24736561,-10380249.2575,5622532.467,NORTHEAST PARK,1/4/2018 7:16:45 AM,1/4/2018 8:00:31 PM,417,-10380249.2575,5622532.467
0029XX Park AV S,3731850,MP 2018 003145,03,1/4/2018 1:11:00 AM,1/3/2018 10:00:00 PM,22:00:00,AUTOTH,Motor Vehicle Theft,08,1/4/2018 1:11:15 AM,16417,44.95014794,-93.26520218,-10382234.8151,5613676.7113,PHILLIPS WEST,1/4/2018 5:19:45 AM,1/4/2018 8:00:31 PM,418,-10382234.8151,5613676.7113
0036XX Bryant AV N,3731872,MP 2018 003372,04,1/4/2018 7:33:00 AM,1/4/2018 6:45:00 AM,06:45:00,AUTOTH,Motor Vehicle Theft,08,1/4/2018 7:32:20 AM,10018,45.02123016,-93.29056362,-10385058.0382,5624864.3601,MCKINLEY,1/4/2018 10:33:25 AM,1/4/2018 8:00:31 PM,422,-10385058.0382,5624864.3601
0041XX Thomas AV N,3731912,MP 2018 003402,04,1/4/2018 9:47:00 AM,1/4/2018 8:31:00 AM,08:31:00,AUTOTH,Motor Vehicle Theft,08,1/4/2018 9:46:57 AM,10501,45.03042151,-93.31357216,-10387619.3368,5626312.0022,VICTORY,1/4/2018 10:34:12 AM,1/4/2018 8:00:31 PM,423,-10387619.3368,5626312.0022
46TH ST  / 46 ST E,3731918,MP 2018 999933,99,1/4/2018 10:27:52 AM,1/4/2018 6:00:00 AM,06:00:00,TFMV,Theft From Motr Vehc,07,1/4/2018 10:27:52 AM,,44.91963,-93.27795,-10383653.85,5608878.512,TANGLETOWN,1/4/2018 10:28:02 AM,1/4/2018 8:00:31 PM,425,-10383653.85,5608878.512
0024XX Lyndale AV S,3731919,MP 2018 003399,05,1/4/2018 10:30:00 AM,1/3/2018 8:26:00 AM,08:26:00,AUTOTH,Motor Vehicle Theft,08,1/4/2018 10:28:19 AM,16676,44.95823066,-93.28802905,-10384775.8908,5614948.1542,LOWRY HILL EAST,1/4/2018 1:19:06 PM,1/4/2018 8:00:31 PM,426,-10384775.8908,5614948.1542
0015XX 10 ST S,3731932,MP 2018 003578,01,1/4/2018 12:00:00 PM,1/2/2018 11:30:00 AM,11:30:00,AUTOTH,Motor Vehicle Theft,08,1/4/2018 12:05:14 PM,0,0,0,0,0,,1/5/2018 7:42:35 AM,1/5/2018 8:00:38 PM,429,0,0
35 ST E / 42 AV S,3731942,MP 2018 003616,03,1/4/2018 12:45:00 PM,1/3/2018 7:00:00 PM,19:00:00,TFMV,Theft From Motr Vehc,07,1/4/2018 12:45:53 PM,,44.93967,-93.21275,-10376395.45,5612029.29,HOWE,1/4/2018 9:58:52 PM,1/5/2018 8:00:38 PM,431,-10376395.45,5612029.29
0007XX 39 AV N,3731978,MP 2018 999924,04,1/4/2018 3:20:04 PM,1/3/2018 1:10:00 AM,01:10:00,TFMV,Theft From Motr Vehc,07,1/4/2018 3:20:04 PM,10126,45.02574663,-93.2887085,-10384851.5268,5625575.677,WEBBER - CAMDEN,1/4/2018 3:20:10 PM,1/4/2018 8:00:31 PM,439,-10384851.5268,5625575.677
0013XX Powderhorn TE ,3731979,MP 2018 003785,03,1/4/2018 4:13:00 PM,12/31/2017 2:30:00 PM,14:30:00,TFMV,Theft From Motr Vehc,07,1/4/2018 3:24:31 PM,11959,44.94564918,-93.25566245,-10381172.858,5612969.1157,POWDERHORN PARK,1/4/2018 9:59:19 PM,1/5/2018 8:00:38 PM,440,-10381172.858,5612969.1157
13 AV NE / 5 ST NE,3731983,MP 2018 003780,02,1/4/2018 3:30:00 PM,8/10/2017 12:01:00 AM,00:01:00,TFMV,Theft From Motr Vehc,07,1/4/2018 3:31:19 PM,,45.0009,-93.26025,-10381683.07,5621662.725,SHERIDAN,1/5/2018 7:19:47 AM,1/5/2018 8:00:38 PM,441,-10381683.07,5621662.725
0015XX 26 ST E,3731996,MP 2018 003848,03,1/4/2018 4:29:00 PM,1/4/2018 6:30:00 AM,06:30:00,AUTOTH,Motor Vehicle Theft,08,1/4/2018 4:29:00 PM,16445,44.95553711,-93.25179994,-10380742.8849,5614524.4276,EAST PHILLIPS,1/5/2018 9:00:30 AM,1/5/2018 8:00:38 PM,443,-10380742.8849,5614524.4276
0014XX Franklin AV E,3732013,MP 2018 003774,03,1/4/2018 2:40:00 PM,1/3/2018 9:00:00 PM,21:00:00,TFMV,Theft From Motr Vehc,07,1/4/2018 5:24:40 PM,17525,44.96272734,-93.25512616,-10381113.1583,5615655.5755,VENTURA VILLAGE,1/4/2018 9:59:07 PM,1/5/2018 8:00:38 PM,446,-10381113.1583,5615655.5755
0013XX Lake ST W,3732034,MP 2018 004069,05,1/4/2018 7:30:00 PM,1/4/2018 5:22:00 PM,17:22:00,AUTOTH,Motor Vehicle Theft,08,1/4/2018 7:45:13 PM,17662,44.94836658,-93.29637768,-10385705.2563,5613396.5202,CARAG,1/5/2018 7:25:17 AM,1/5/2018 8:00:38 PM,450,-10385705.2563,5613396.5202
0026XX Nicollet AV S,3732044,MP 2018 004147,05,1/4/2018 9:15:00 PM,1/4/2018 7:45:00 PM,19:45:00,TFMV,Theft From Motr Vehc,07,1/4/2018 9:13:50 PM,16208,44.95463802,-93.27787759,-10383645.836,5614382.9956,WHITTIER,1/5/2018 7:26:19 AM,1/5/2018 8:00:38 PM,452,-10383645.836,5614382.9956
00004X 7 ST S,3732054,MP 2018 999925,01,1/4/2018 2:47:58 PM,1/3/2018 5:00:00 PM,17:00:00,TFMV,Theft From Motr Vehc,07,1/4/2018 2:47:58 PM,17053,44.97743954,-93.27351637,-10383160.347,5617970.5025,DOWNTOWN WEST,1/5/2018 7:15:53 PM,1/5/2018 8:00:38 PM,454,-10383160.347,5617970.5025
0028XX Lyndale AV S,3732061,MP 2018 004173,05,1/4/2018 10:30:00 PM,1/4/2018 6:00:00 PM,18:00:00,TFMV,Theft From Motr Vehc,07,1/4/2018 10:26:39 PM,16763,44.95099896,-93.2880785,-10384781.3958,5613810.5719,LOWRY HILL EAST,1/5/2018 12:46:26 PM,1/5/2018 8:00:38 PM,455,-10384781.3958,5613810.5719
00001X Glenwood AV ,3732079,MP 2018 004292,01,1/5/2018 12:45:00 AM,1/4/2018 10:45:00 PM,22:45:00,AUTOTH,Motor Vehicle Theft,08,1/5/2018 12:41:00 AM,25966,44.97886794,-93.27696808,-10383544.5891,5618195.2888,DOWNTOWN WEST,1/5/2018 1:04:21 PM,1/5/2018 8:00:38 PM,457,-10383544.5891,5618195.2888
0045XX Hiawatha AV ,3732080,MP 2018 004335,03,1/5/2018 12:42:00 AM,1/4/2018 11:44:00 PM,23:44:00,AUTOTH,Motor Vehicle Theft,08,1/5/2018 12:41:06 AM,21628,44.92059183,-93.21921931,-10377116.0256,5609028.9454,HIAWATHA,1/5/2018 8:46:20 AM,1/5/2018 8:00:38 PM,458,-10377116.0256,5609028.9454
31 ST E / Bloomington AV S,3732095,MP 2018 004459,03,1/5/2018 4:30:00 AM,1/5/2018 2:58:00 AM,02:58:00,AUTOTH,Motor Vehicle Theft,08,1/5/2018 4:28:13 AM,,44.94655,-93.25249,-10380819.4,5613110.973,POWDERHORN PARK,1/5/2018 8:48:14 AM,1/5/2018 8:00:38 PM,461,-10380819.4,5613110.973
0015XX Aldrich AV N,3732156,MP 2018 999920,99,1/5/2018 9:43:52 AM,1/2/2018 10:00:00 AM,10:00:00,TFMV,Theft From Motr Vehc,07,1/5/2018 9:43:52 AM,22658,44.9946357,-93.28952296,-10384942.1922,5620677.0264,NEAR - NORTH,1/5/2018 9:43:57 AM,1/5/2018 8:00:38 PM,467,-10384942.1922,5620677.0264
0023XX Pierce ST NE,3732157,MP 2018 999919,02,1/5/2018 9:45:11 AM,1/4/2018 12:00:00 AM,00:00:00,TFMV,Theft From Motr Vehc,07,1/5/2018 9:45:11 AM,11127,45.01227611,-93.24097221,-10379537.5479,5623454.3161,WINDOM PARK,1/5/2018 9:45:17 AM,1/5/2018 8:00:38 PM,468,-10379537.5479,5623454.3161
0031XX Aldrich AV S,3732174,MP 2018 004555,05,1/5/2018 10:08:00 AM,1/4/2018 8:00:00 PM,20:00:00,AUTOTH,Motor Vehicle Theft,08,1/5/2018 10:07:41 AM,11396,44.94567322,-93.28941139,-10384929.7719,5612972.8975,CARAG,1/5/2018 1:58:20 PM,1/5/2018 8:00:38 PM,471,-10384929.7719,5612972.8975
0042XX Lake ST E,3732179,MP 2018 004600,03,1/5/2018 10:40:00 AM,1/5/2018 9:45:00 AM,09:45:00,AUTOTH,Motor Vehicle Theft,08,1/5/2018 10:40:38 AM,14495,44.94834202,-93.21206053,-10376319.1139,5613392.6568,COOPER,1/5/2018 2:30:22 PM,1/5/2018 8:00:38 PM,473,-10376319.1139,5613392.6568
0023XX Girard AV S,3732183,MP 2018 999916,05,1/5/2018 10:58:51 AM,1/3/2018 10:00:00 PM,22:00:00,TFMV,Theft From Motr Vehc,07,1/5/2018 10:58:51 AM,16961,44.96002726,-93.29692495,-10385766.1782,5615230.79,EAST ISLES,1/5/2018 10:58:57 AM,1/5/2018 8:00:38 PM,475,-10385766.1782,5615230.79
0048XX Girard AV N,3732204,MP 2018 004672,04,1/5/2018 11:38:00 AM,1/5/2018 11:18:00 AM,11:18:00,AUTOTH,Motor Vehicle Theft,08,1/5/2018 12:55:00 PM,10871,45.04300637,-93.29790397,-10385875.1621,5628294.5019,LIND - BOHANON,1/5/2018 2:17:06 PM,1/5/2018 8:00:38 PM,480,-10385875.1621,5628294.5019
