publicaddress,caseNumber,precinct,reportedDate,reportedTime,beginDate,reportedDateTime,beginTime,offense,description,UCRCode,enteredDate,centergbsid,centerLong,centerLat,centerX,centerY,neighborhood,lastchanged,LastUpdateDateETL,OBJECTID,x,y
0003XX BROADWAY ST NE,MP2022250315,2,10/21/2022 12:00:00 AM,635,10/21/2022 12:00:00 AM,10/21/2022 6:35:00 AM,635,AUTOTH,AUTOMOBILE THEFT,08 ,10/21/2022 12:00:00 AM,,-93.26241,44.9987,-10381923.5278499,5621317.53857485,St. Anthony West,10/21/2022 12:00:00 AM,12/1/2022 7:08:47 AM,5840,-10381923.5278,5621317.5386
0003XX CEDAR AVE S,MP2022250327,1,10/21/2022 12:00:00 AM,732,10/21/2022 12:00:00 AM,10/21/2022 7:32:00 AM,600,AUTOTH,AUTOMOBILE THEFT,08 ,10/21/2022 12:00:00 AM,,-93.24725,44.97076,-10380236.5498339,5616919.93668407,Cedar Riverside,10/21/2022 12:00:00 AM,12/1/2022 7:08:47 AM,5841,-10380236.5498,5616919.9367
0019XX 1ST ST S,MP2022712167,1,10/20/2022 12:00:00 AM,1202,10/19/2022 12:00:00 AM,10/20/2022 12:02:00 PM,2000,TFMV,THEFT FROM MOTR VEHC,07 ,10/21/2022 12:00:00 AM,,-93.24474,44.97554,-10379957.3286916,5617671.41463501,Cedar Riverside,10/21/2022 12:00:00 AM,12/1/2022 7:08:47 AM,5843,-10379957.3287,5617671.4146
0008XX 13TH AVE S,MP2022712171,1,10/20/2022 12:00:00 AM,1308,10/19/2022 12:00:00 AM,10/20/2022 1:08:00 PM,1900,TFMV,THEFT FROM MOTR VEHC,07 ,10/21/2022 12:00:00 AM,,-93.25577,44.96793,-10381184.4938317,5616474.32216328,Elliot Park,10/21/2022 12:00:00 AM,12/1/2022 7:08:48 AM,5845,-10381184.4938,5616474.3222
0019XX 1ST ST S,MP2022712172,1,10/20/2022 12:00:00 AM,1312,10/19/2022 12:00:00 AM,10/20/2022 1:12:00 PM,1000,TFMV,THEFT FROM MOTR VEHC,07 ,10/21/2022 12:00:00 AM,,-93.24474,44.97554,-10379957.3286916,5617671.41463501,Cedar Riverside,10/21/2022 12:00:00 AM,12/1/2022 7:08:47 AM,5846,-10379957.3287,5617671.4146
0019XX 1ST ST S,MP2022712178,1,10/20/2022 12:00:00 AM,1501,10/19/2022 12:00:00 AM,10/20/2022 3:01:00 PM,1830,TFMV,THEFT FROM MOTR VEHC,07 ,10/21/2022 12:00:00 AM,,-93.24474,44.97554,-10379957.3286916,5617671.41463501,Cedar Riverside,10/21/2022 12:00:00 AM,12/1/2022 7:08:47 AM,5848,-10379957.3287,5617671.4146
0024XX GLENWOOD AVE,MP2022712196,4,10/20/2022 12:00:00 AM,2034,10/20/2022 12:00:00 AM,10/20/2022 8:34:00 PM,1700,TFMV,THEFT FROM MOTR VEHC,07 ,10/21/2022 12:00:00 AM,,-93.31209,44.98073,-10387454.2936678,5618488.81021796,Harrison,10/21/2022 12:00:00 AM,12/1/2022 7:08:47 AM,5857,-10387454.2937,5618488.8102
0028XX 34TH AVE S,MP2022712197,3,10/19/2022 12:00:00 AM,1420,10/17/2022 12:00:00 AM,10/19/2022 2:20:00 PM,831,TFMV,THEFT FROM MOTR VEHC,07 ,10/21/2022 12:00:00 AM,,-93.22291,44.95107,-10377526.7587667,5613821.28904854,Longfellow,10/21/2022 12:00:00 AM,12/1/2022 7:08:48 AM,5858,-10377526.7588,5613821.289
0010XX 27TH ST W,MP2022712201,5,10/21/2022 12:00:00 AM,27,10/20/2022 12:00:00 AM,10/21/2022 12:27:00 AM,1845,TFMV,THEFT FROM MOTR VEHC,07 ,10/21/2022 12:00:00 AM,,-93.29252,44.95374,-10385275.7980664,5614241.89442369,Lowry Hill East,10/21/2022 12:00:00 AM,12/1/2022 7:08:47 AM,5861,-10385275.7981,5614241.8944
0024XX HUMBOLDT AVE S,MP2022712202,5,10/20/2022 12:00:00 AM,1140,10/20/2022 12:00:00 AM,10/20/2022 11:40:00 AM,1120,TFMV,THEFT FROM MOTR VEHC,07 ,10/21/2022 12:00:00 AM,,-93.29821,44.95823,-10385909.438871,5614948.81564403,East Isles,10/21/2022 12:00:00 AM,12/1/2022 7:08:48 AM,5862,-10385909.4389,5614948.8156
0041XX DUPONT AVE N,MP2022212216,4,9/9/2022 12:00:00 AM,626,9/8/2022 12:00:00 AM,9/9/2022 6:26:00 AM,2100,AUTOTH,AUTOMOBILE THEFT,08 ,9/10/2022 12:00:00 AM,,-93.29321,45.03054,-10385352.7082551,5626330.88867956,Webber - Camden,11/10/2022 12:00:00 AM,12/1/2022 7:08:47 AM,5863,-10385352.7083,5626330.8887
0009XX DELAWARE ST SE,MP2022261127,2,11/1/2022 12:00:00 AM,1423,11/1/2022 12:00:00 AM,11/1/2022 2:23:00 PM,720,AUTOTH,AUTOMOBILE THEFT,08 ,11/2/2022 12:00:00 AM,,-93.22498,44.97249,-10377757.8172341,5617190.90761335,Prospect Park - East River Road,11/10/2022 12:00:00 AM,12/1/2022 7:08:47 AM,5864,-10377757.8172,5617190.9076
0004XX 40TH AVE N,MP2022266243,4,11/7/2022 12:00:00 AM,813,11/7/2022 12:00:00 AM,11/7/2022 8:13:00 AM,813,AUTOTH,AUTOMOBILE THEFT,08 ,11/9/2022 12:00:00 AM,,-93.2854,45.02756,-10384483.5595457,5625860.87542079,Webber - Camden,11/10/2022 12:00:00 AM,12/1/2022 7:08:47 AM,5867,-10384483.5595,5625860.8754
0037XX 28TH AVE S,MP2022267069,3,11/9/2022 12:00:00 AM,1028,11/6/2022 12:00:00 AM,11/9/2022 10:28:00 AM,1200,TFMV,THEFT FROM MOTR VEHC,07 ,11/10/2022 12:00:00 AM,,-93.23212,44.93502,-10378552.0040582,5611298.2332274,Standish,11/10/2022 12:00:00 AM,12/1/2022 7:08:47 AM,5871,-10378552.0041,5611298.2332
0030XX CLINTON AVE,MP2022267218,3,11/10/2022 12:00:00 AM,1121,11/8/2022 12:00:00 AM,11/10/2022 11:21:00 AM,800,TFMV,THEFT FROM MOTR VEHC,07 ,11/10/2022 12:00:00 AM,,-93.27158,44.94751,-10382944.4474447,5613261.30033718,Central,11/10/2022 12:00:00 AM,12/1/2022 7:08:47 AM,5873,-10382944.4474,5613261.3003
0030XX 22ND AVE S,MP2022267255,3,11/9/2022 12:00:00 AM,1035,11/9/2022 12:00:00 AM,11/9/2022 10:35:00 AM,300,TFMV,THEFT FROM MOTR VEHC,07 ,11/10/2022 12:00:00 AM,,-93.24063,44.94747,-10379499.0653323,5613255.18716876,Corcoran,11/10/2022 12:00:00 AM,12/1/2022 7:08:47 AM,5875,-10379499.0653,5613255.1872
0028XX DUPONT AVE S,MP2022267356,5,11/8/2022 12:00:00 AM,1849,11/8/2022 12:00:00 AM,11/8/2022 6:49:00 PM,1600,AUTOTH,AUTOMOBILE THEFT,08 ,11/10/2022 12:00:00 AM,,-93.29317,44.951,-10385348.6131925,5613810.11459808,Lowry Hill East,11/10/2022 12:00:00 AM,12/1/2022 7:08:47 AM,5877,-10385348.6132,5613810.1146
0007XX 23RD AVE NE,MP2022267453,2,11/8/2022 12:00:00 AM,1943,11/8/2022 12:00:00 AM,11/8/2022 7:43:00 PM,1943,AUTOTH,AUTOMOBILE THEFT,08 ,11/8/2022 12:00:00 AM,,-93.25168,45.01087,-10380729.4955205,5623232.8100398,Holland,11/10/2022 12:00:00 AM,12/1/2022 7:08:47 AM,5879,-10380729.4955,5623232.81
0029XX BLOOMINGTON AVE,MP2022267559,3,11/8/2022 12:00:00 AM,2125,11/8/2022 12:00:00 AM,11/8/2022 9:25:00 PM,2020,TFMV,THEFT FROM MOTR VEHC,07 ,11/10/2022 12:00:00 AM,,-93.25249,44.94922,-10380820.176532,5613530.03940759,East Phillips,11/10/2022 12:00:00 AM,12/1/2022 7:08:47 AM,5880,-10380820.1765,5613530.0394
0043XX SHERIDAN AVE N,MP2022267721,4,11/9/2022 12:00:00 AM,814,11/8/2022 12:00:00 AM,11/9/2022 8:14:00 AM,2100,AUTOTH,AUTOMOBILE THEFT,08 ,11/10/2022 12:00:00 AM,,-93.31238,45.03442,-10387486.9338575,5626941.70097411,Victory,11/10/2022 12:00:00 AM,12/1/2022 7:08:47 AM,5881,-10387486.9339,5626941.701
0031XX SHERIDAN AVE N,MP2022267738,4,11/9/2022 12:00:00 AM,1042,11/8/2022 12:00:00 AM,11/9/2022 10:42:00 AM,2330,AUTOTH,AUTOMOBILE THEFT,08 ,11/10/2022 12:00:00 AM,,-93.31207,45.01234,-10387452.5759393,5623465.00490616,Jordan,11/10/2022 12:00:00 AM,12/1/2022 7:08:47 AM,5882,-10387452.5759,5623465.0049
0023XX 32ND ST E,MP2022267780,3,11/9/2022 12:00:00 AM,1115,11/8/2022 12:00:00 AM,11/9/2022 11:15:00 AM,1230,AUTOTH,AUTOMOBILE THEFT,08 ,11/10/2022 12:00:00 AM,,-93.23808,44.94476,-10379215.3949137,5612829.20846828,Corcoran,11/10/2022 12:00:00 AM,12/1/2022 7:08:47 AM,5884,-10379215.3949,5612829.2085
0013XX SPRUCE PL,MP2022267785,1,11/9/2022 12:00:00 AM,1029,11/9/2022 12:00:00 AM,11/9/2022 10:29:00 AM,903,TFMV,THEFT FROM MOTR VEHC,07 ,11/10/2022 12:00:00 AM,,-93.28084,44.96933,-10383975.2316209,5616694.03774965,Loring Park,11/10/2022 12:00:00 AM,12/1/2022 7:08:47 AM,5885,-10383975.2316,5616694.0377
0037XX SNELLING AVE,MP2022267810,3,11/9/2022 12:00:00 AM,1101,11/9/2022 12:00:00 AM,11/9/2022 11:01:00 AM,1101,AUTOTH,AUTOMOBILE THEFT,08 ,11/10/2022 12:00:00 AM,,-93.22631,44.93505,-10377905.8639178,5611301.60561849,Howe,11/10/2022 12:00:00 AM,12/1/2022 7:08:47 AM,5886,-10377905.8639,5611301.6056
0036XX 17TH AVE S,MP2022267811,3,11/9/2022 12:00:00 AM,1043,11/9/2022 12:00:00 AM,11/9/2022 10:43:00 AM,943,AUTOTH,AUTOMOBILE THEFT,08 ,11/10/2022 12:00:00 AM,,-93.24989,44.93683,-10380529.8105525,5611582.00181906,Powderhorn Park,11/10/2022 12:00:00 AM,12/1/2022 7:08:47 AM,5887,-10380529.8106,5611582.0018
0008XX LAKE ST W,MP2022267823,5,11/9/2022 12:00:00 AM,1100,11/9/2022 12:00:00 AM,11/9/2022 11:00:00 AM,1000,AUTOTH,AUTOMOBILE THEFT,08 ,11/10/2022 12:00:00 AM,,-93.29001,44.94836,-10384996.7455633,5613396.14639177,South Uptown,11/10/2022 12:00:00 AM,12/1/2022 7:08:47 AM,5888,-10384996.7456,5613396.1464
0023XX 32ND ST E,MP2022267888,3,11/9/2022 12:00:00 AM,1135,11/8/2022 12:00:00 AM,11/9/2022 11:35:00 AM,1230,AUTOTH,AUTOMOBILE THEFT,08 ,11/10/2022 12:00:00 AM,,-93.23808,44.94476,-10379215.3949137,5612829.20846828,Corcoran,11/10/2022 12:00:00 AM,12/1/2022 7:08:47 AM,5893,-10379215.3949,5612829.2085
0010XX 2ND AVE S,MP2022267905,1,11/9/2022 12:00:00 AM,1342,11/8/2022 12:00:00 AM,11/9/2022 1:42:00 PM,2130,TFMV,THEFT FROM MOTR VEHC,07 ,11/10/2022 12:00:00 AM,,-93.27233,44.97232,-10383028.821279,5617164.50628341,Downtown West,11/10/2022 12:00:00 AM,12/1/2022 7:08:47 AM,5894,-10383028.8213,5617164.5063
0037XX 14TH AVE S,MP2022267920,3,11/9/2022 12:00:00 AM,1245,11/9/2022 12:00:00 AM,11/9/2022 12:45:00 PM,940,AUTOTH,AUTOMOBILE THEFT,08 ,11/10/2022 12:00:00 AM,,-93.25492,44.93504,-10381090.5039478,5611300.01592537,Powderhorn Park,11/10/2022 12:00:00 AM,12/1/2022 7:08:47 AM,5895,-10381090.5039,5611300.0159
0015XX LAGOON AVE,MP2022268018,5,11/9/2022 12:00:00 AM,1550,11/9/2022 12:00:00 AM,11/9/2022 3:50:00 PM,1433,AUTOTH,AUTOMOBILE THEFT,08 ,11/9/2022 12:00:00 AM,,-93.30146,44.94926,-10386270.986461,5613537.23367353,East Bde Maka Ska,11/10/2022 12:00:00 AM,12/1/2022 7:08:47 AM,5898,-10386270.9865,5613537.2337
0004XX 14TH AVE SE,MP2022268059,2,11/9/2022 12:00:00 AM,1734,10/29/2022 12:00:00 AM,11/9/2022 5:34:00 PM,1300,AUTOTH,AUTOMOBILE THEFT,08 ,11/10/2022 12:00:00 AM,,-93.23539,44.98098,-10378915.9287301,5618527.94887732,Marcy Holmes,11/10/2022 12:00:00 AM,12/1/2022 7:08:47 AM,5901,-10378915.9287,5618527.9489
0037XX 1ST AVE S,MP2022268103,5,11/9/2022 12:00:00 AM,1755,11/9/2022 12:00:00 AM,11/9/2022 5:55:00 PM,0,TFMV,THEFT FROM MOTR VEHC,07 ,11/10/2022 12:00:00 AM,,-93.27662,44.93503,-10383505.7530371,5611298.61228164,King Field,11/10/2022 12:00:00 AM,12/1/2022 7:08:47 AM,5906,-10383505.753,5611298.6123
0001XX 27TH AVE SE,MP2022268112,2,11/9/2022 12:00:00 AM,1700,11/9/2022 12:00:00 AM,11/9/2022 5:00:00 PM,1657,AUTOTH,AUTOMOBILE THEFT,08 ,11/10/2022 12:00:00 AM,,-93.22055,44.9695,-10377263.9983431,5616720.4342211,Prospect Park - East River Road,11/10/2022 12:00:00 AM,12/1/2022 7:08:47 AM,5907,-10377263.9983,5616720.4342
0011XX 26TH AVE NE,MP2022268120,2,11/9/2022 12:00:00 AM,1716,11/9/2022 12:00:00 AM,11/9/2022 5:16:00 PM,1200,AUTOTH,AUTOMOBILE THEFT,08 ,11/10/2022 12:00:00 AM,,-93.24301,45.01498,-10379764.1611602,5623880.75063523,Audubon Park,11/10/2022 12:00:00 AM,12/1/2022 7:08:47 AM,5908,-10379764.1612,5623880.7506
0031XX CEDAR AVE S,MP2022268138,3,11/9/2022 12:00:00 AM,1722,11/7/2022 12:00:00 AM,11/9/2022 5:22:00 PM,500,AUTOTH,AUTOMOBILE THEFT,08 ,11/10/2022 12:00:00 AM,,-93.2474,44.94565,-10380253.4115648,5612969.2651538,Corcoran,11/10/2022 12:00:00 AM,12/1/2022 7:08:47 AM,5909,-10380253.4116,5612969.2652
0005XX 3RD ST N,MP2022268189,1,11/9/2022 12:00:00 AM,1919,11/9/2022 12:00:00 AM,11/9/2022 7:19:00 PM,1700,AUTOTH,AUTOMOBILE THEFT,08 ,11/10/2022 12:00:00 AM,,-93.27648,44.98567,-10383489.7885865,5619265.52464108,North Loop,11/10/2022 12:00:00 AM,12/1/2022 7:08:47 AM,5910,-10383489.7886,5619265.5246
0001XX 27TH AVE SE,MP2022268210,2,11/9/2022 12:00:00 AM,1905,11/9/2022 12:00:00 AM,11/9/2022 7:05:00 PM,1700,AUTOTH,AUTOMOBILE THEFT,08 ,11/10/2022 12:00:00 AM,,-93.22055,44.9695,-10377263.9983431,5616720.4342211,Prospect Park - East River Road,11/10/2022 12:00:00 AM,12/1/2022 7:08:47 AM,5911,-10377263.9983,5616720.4342
0006XX 20TH AVE S,MP2022268280,1,11/9/2022 12:00:00 AM,2008,11/9/2022 12:00:00 AM,11/9/2022 8:08:00 PM,2008,AUTOTH,AUTOMOBILE THEFT,08 ,11/10/2022 12:00:00 AM,,-93.24408,44.96718,-10379883.3903788,5616355.76947767,Cedar Riverside,11/10/2022 12:00:00 AM,12/1/2022 7:08:47 AM,5913,-10379883.3904,5616355.7695
0028XX PARK AVE,MP2022268315,3,11/9/2022 12:00:00 AM,2046,11/9/2022 12:00:00 AM,11/9/2022 8:46:00 PM,2046,AUTOTH,AUTOMOBILE THEFT,08 ,11/9/2022 12:00:00 AM,,-93.2652,44.95015,-10382234.8151401,5613676.70683913,Phillips West,11/10/2022 12:00:00 AM,12/1/2022 7:08:47 AM,5916,-10382234.8151,5613676.7068
0019XX STEVENS AVE,MP2022268357,5,11/9/2022 12:00:00 AM,2150,11/9/2022 12:00:00 AM,11/9/2022 9:50:00 PM,1800,AUTOTH,AUTOMOBILE THEFT,08 ,11/10/2022 12:00:00 AM,,-93.27529,44.96332,-10383357.7749989,5615749.35719386,Steven's Square - Loring Heights,11/10/2022 12:00:00 AM,12/1/2022 7:08:47 AM,5918,-10383357.775,5615749.3572
0026XX BLAISDELL AVE,MP2022268367,5,11/9/2022 12:00:00 AM,2205,11/9/2022 12:00:00 AM,11/9/2022 10:05:00 PM,2020,AUTOTH,AUTOMOBILE THEFT,08 ,11/10/2022 12:00:00 AM,,-93.27965,44.95464,-10383842.6297904,5614383.02117359,Whittier,11/10/2022 12:00:00 AM,12/1/2022 7:08:47 AM,5919,-10383842.6298,5614383.0212
0008XX MARSHALL ST NE,MP2022268379,2,11/9/2022 12:00:00 AM,2224,11/9/2022 12:00:00 AM,11/9/2022 10:24:00 PM,1855,AUTOTH,AUTOMOBILE THEFT,08 ,11/10/2022 12:00:00 AM,,-93.26697,44.99567,-10382431.8480131,5620840.11415969,St. Anthony West,11/10/2022 12:00:00 AM,12/1/2022 7:08:47 AM,5921,-10382431.848,5620840.1142
0011XX WASHINGTON AVE S,MP2022268380,1,11/10/2022 12:00:00 AM,31,11/9/2022 12:00:00 AM,11/10/2022 12:31:00 AM,2224,TFMV,THEFT FROM MOTR VEHC,07 ,11/10/2022 12:00:00 AM,,-93.25252,44.97505,-10380822.86282,5617594.58438899,Downtown East,11/10/2022 12:00:00 AM,12/1/2022 7:08:47 AM,5922,-10380822.8628,5617594.5844
0012XX OLSON MEMORIAL HWY,MP2022268526,4,11/10/2022 12:00:00 AM,354,11/9/2022 12:00:00 AM,11/10/2022 3:54:00 AM,2200,AUTOTH,AUTOMOBILE THEFT,08 ,11/10/2022 12:00:00 AM,,-93.29617,44.98427,-10385682.0819955,5619045.72600744,Harrison,11/10/2022 12:00:00 AM,12/1/2022 7:08:47 AM,5923,-10385682.082,5619045.726
0005XX 22ND ST W,MP2022268589,5,11/10/2022 12:00:00 AM,759,10/9/2022 12:00:00 AM,11/10/2022 7:59:00 AM,1700,AUTOTH,AUTOMOBILE THEFT,08 ,11/10/2022 12:00:00 AM,,-93.2861,44.96091,-10384561.6743945,5615369.61966737,Whittier,11/10/2022 12:00:00 AM,12/1/2022 7:08:47 AM,5925,-10384561.6744,5615369.6197
0019XX ALDRICH AVE S,MP2022268591,5,11/10/2022 12:00:00 AM,1152,11/10/2022 12:00:00 AM,11/10/2022 11:52:00 AM,1152,AUTOTH,AUTOMOBILE THEFT,08 ,11/10/2022 12:00:00 AM,,-93.28936,44.96327,-10384924.0010401,5615741.01894496,Whittier,11/11/2022 12:00:00 AM,12/1/2022 7:08:47 AM,5926,-10384924.001,5615741.0189
0036XX NEWTON AVE N,MP2022268593,4,11/10/2022 12:00:00 AM,844,11/10/2022 12:00:00 AM,11/10/2022 8:44:00 AM,844,AUTOTH,AUTOMOBILE THEFT,08 ,11/10/2022 12:00:00 AM,,-93.30574,45.02135,-10386747.4698802,5624883.27956364,Folwell,11/10/2022 12:00:00 AM,12/1/2022 7:08:47 AM,5927,-10386747.4699,5624883.2796
0035XX FILLMORE ST NE,MP2022268618,2,11/10/2022 12:00:00 AM,835,11/10/2022 12:00:00 AM,11/10/2022 8:35:00 AM,330,AUTOTH,AUTOMOBILE THEFT,08 ,11/10/2022 12:00:00 AM,,-93.24221,45.03234,-10379674.8196263,5626614.14259807,Waite Park,11/10/2022 12:00:00 AM,12/1/2022 7:08:47 AM,5928,-10379674.8196,5626614.1426
0001XX 22ND ST W,MP2022268631,5,11/10/2022 12:00:00 AM,927,11/10/2022 12:00:00 AM,11/10/2022 9:27:00 AM,927,AUTOTH,AUTOMOBILE THEFT,08 ,11/10/2022 12:00:00 AM,,-93.28043,44.9609,-10383930.1253623,5615368.57270556,Whittier,11/11/2022 12:00:00 AM,12/1/2022 7:08:47 AM,5929,-10383930.1254,5615368.5727
0021XX 6TH ST NE,MP2022268662,2,11/10/2022 12:00:00 AM,935,11/9/2022 12:00:00 AM,11/10/2022 9:35:00 AM,1830,AUTOTH,AUTOMOBILE THEFT,08 ,11/10/2022 12:00:00 AM,,-93.25852,45.00928,-10381491.0606389,5622982.42482783,Holland,11/10/2022 12:00:00 AM,12/1/2022 7:08:47 AM,5931,-10381491.0606,5622982.4248
0018XX 15TH AVE S,MP2022268677,3,11/10/2022 12:00:00 AM,955,11/9/2022 12:00:00 AM,11/10/2022 9:55:00 AM,2100,AUTOTH,AUTOMOBILE THEFT,08 ,11/10/2022 12:00:00 AM,,-93.25396,44.96434,-10380983.5731377,5615909.69381528,Ventura Village,11/10/2022 12:00:00 AM,12/1/2022 7:08:47 AM,5932,-10380983.5731,5615909.6938
0005XX 22ND ST W,MP2022268780,5,11/10/2022 12:00:00 AM,1358,11/10/2022 12:00:00 AM,11/10/2022 1:58:00 PM,1358,AUTOTH,AUTOMOBILE THEFT,08 ,11/10/2022 12:00:00 AM,,-93.2861,44.96091,-10384561.6743945,5615369.61966737,Steven's Square - Loring Heights,11/11/2022 12:00:00 AM,12/1/2022 7:08:47 AM,5934,-10384561.6744,5615369.6197
0002XX 43RD ST W,MP2022268781,5,11/10/2022 12:00:00 AM,1200,11/4/2022 12:00:00 AM,11/10/2022 12:00:00 PM,2200,AUTOTH,AUTOMOBILE THEFT,08 ,11/10/2022 12:00:00 AM,,-93.27858,44.92506,-10383723.964539,5609732.04222664,King Field,11/11/2022 12:00:00 AM,12/1/2022 7:08:47 AM,5935,-10383723.9645,5609732.0422
0001XX 26TH ST W,MP2022268889,5,11/10/2022 12:00:00 AM,1430,11/10/2022 12:00:00 AM,11/10/2022 2:30:00 PM,1410,AUTOTH,AUTOMOBILE THEFT,08 ,11/10/2022 12:00:00 AM,,-93.28047,44.95553,-10383934.587944,5614523.81682133,Whittier,11/10/2022 12:00:00 AM,12/1/2022 7:08:47 AM,5936,-10383934.5879,5614523.8168
0039XX 53RD ST E,MP2022268907,3,11/10/2022 12:00:00 AM,1520,11/7/2022 12:00:00 AM,11/10/2022 3:20:00 PM,1230,AUTOTH,AUTOMOBILE THEFT,08 ,11/10/2022 12:00:00 AM,,-93.21586,44.90719,-10376742.1735227,5606922.21491398,Minnehaha,11/10/2022 12:00:00 AM,12/1/2022 7:08:47 AM,5937,-10376742.1735,5606922.2149
0031XX ALDRICH AVE S,MP2022712783,5,11/3/2022 12:00:00 AM,1616,11/3/2022 12:00:00 AM,11/3/2022 4:16:00 PM,1300,TFMV,THEFT FROM MOTR VEHC,07 ,11/8/2022 12:00:00 AM,,-93.28941,44.94567,-10384929.7718431,5612972.8963263,Lowry Hill East,11/10/2022 12:00:00 AM,12/1/2022 7:08:48 AM,5938,-10384929.7718,5612972.8963
0028XX CEDAR AVE S,MP2022712943,3,11/8/2022 12:00:00 AM,1013,11/5/2022 12:00:00 AM,11/8/2022 10:13:00 AM,2000,TFMV,THEFT FROM MOTR VEHC,07 ,11/10/2022 12:00:00 AM,,-93.24739,44.95101,-10380252.5084442,5613813.08515919,East Phillips,11/10/2022 12:00:00 AM,12/1/2022 7:08:47 AM,5942,-10380252.5084,5613813.0852
0009XX 30TH AVE N,MP2022712947,4,11/8/2022 12:00:00 AM,1103,11/3/2022 12:00:00 AM,11/8/2022 11:03:00 AM,700,TFMV,THEFT FROM MOTR VEHC,07 ,11/10/2022 12:00:00 AM,,-93.29107,45.01133,-10385114.4630349,5623305.62116895,Hawthorne,11/10/2022 12:00:00 AM,12/1/2022 7:08:47 AM,5943,-10385114.463,5623305.6212
0022XX MINNEHAHA AVE,MP2022712967,3,11/8/2022 12:00:00 AM,1438,11/2/2022 12:00:00 AM,11/8/2022 2:38:00 PM,200,TFMV,THEFT FROM MOTR VEHC,07 ,11/10/2022 12:00:00 AM,,-93.24284,44.96048,-10379745.136783,5615302.00292426,Seward,11/10/2022 12:00:00 AM,12/1/2022 7:08:48 AM,5946,-10379745.1368,5615302.0029
0001XX ELMWOOD PL W,MP2022712991,5,11/9/2022 12:00:00 AM,1019,11/8/2022 12:00:00 AM,11/9/2022 10:19:00 AM,2200,TFMV,THEFT FROM MOTR VEHC,07 ,11/10/2022 12:00:00 AM,,-93.28143,44.9101,-10384041.4249022,5607380.048493,Tangletown,11/11/2022 12:00:00 AM,12/1/2022 7:08:48 AM,5951,-10384041.4249,5607380.0485
0033XX JAMES AVE N,MP2022712995,4,11/6/2022 12:00:00 AM,1413,11/4/2022 12:00:00 AM,11/6/2022 2:13:00 PM,1400,TFMV,THEFT FROM MOTR VEHC,07 ,11/10/2022 12:00:00 AM,,-93.30065,45.0159,-10386180.3787315,5624024.57344086,Folwell,11/10/2022 12:00:00 AM,12/1/2022 7:08:48 AM,5953,-10386180.3787,5624024.5734
0031XX DUPONT AVE S,MP2022713004,5,11/9/2022 12:00:00 AM,1301,11/9/2022 12:00:00 AM,11/9/2022 1:01:00 PM,100,TFMV,THEFT FROM MOTR VEHC,07 ,11/10/2022 12:00:00 AM,,-93.29322,44.94566,-10385353.3842105,5612971.49897933,South Uptown,11/10/2022 12:00:00 AM,12/1/2022 7:08:47 AM,5954,-10385353.3842,5612971.499
0023XX HENNEPIN AVE E,MP2022713007,2,11/9/2022 12:00:00 AM,1319,11/8/2022 12:00:00 AM,11/9/2022 1:19:00 PM,2200,TFMV,THEFT FROM MOTR VEHC,07 ,11/10/2022 12:00:00 AM,,-93.21961,44.99152,-10377159.1166236,5620187.04485618,Como,11/10/2022 12:00:00 AM,12/1/2022 7:08:48 AM,5956,-10377159.1166,5620187.0449
0001XX 41ST ST W,MP2022713008,5,11/9/2022 12:00:00 AM,1328,11/4/2022 12:00:00 AM,11/9/2022 1:28:00 PM,1430,TFMV,THEFT FROM MOTR VEHC,07 ,11/10/2022 12:00:00 AM,,-93.27987,44.92867,-10383867.3529512,5610299.44666435,King Field,11/10/2022 12:00:00 AM,12/1/2022 7:08:47 AM,5957,-10383867.353,5610299.4467
0003XX 1ST ST S,MP2022713009,1,11/5/2022 12:00:00 AM,1312,11/4/2022 12:00:00 AM,11/5/2022 1:12:00 PM,630,TFMV,THEFT FROM MOTR VEHC,07 ,11/10/2022 12:00:00 AM,,-93.26115,44.98138,-10381783.6817614,5618590.36226546,Downtown West,11/10/2022 12:00:00 AM,12/1/2022 7:08:48 AM,5958,-10381783.6818,5618590.3623
0029XX 32ND ST E,MP2022713018,3,11/9/2022 12:00:00 AM,1526,11/5/2022 12:00:00 AM,11/9/2022 3:26:00 PM,1505,TFMV,THEFT FROM MOTR VEHC,07 ,11/10/2022 12:00:00 AM,,-93.22921,44.94497,-10378227.9666618,5612863.06675531,Longfellow,11/10/2022 12:00:00 AM,12/1/2022 7:08:47 AM,5963,-10378227.9667,5612863.0668
0032XX 23RD AVE S,MP2022713023,3,11/9/2022 12:00:00 AM,1602,11/7/2022 12:00:00 AM,11/9/2022 4:02:00 PM,2030,TFMV,THEFT FROM MOTR VEHC,07 ,11/10/2022 12:00:00 AM,,-93.23892,44.94384,-10379309.6456382,5612684.55928189,Corcoran,11/10/2022 12:00:00 AM,12/1/2022 7:08:47 AM,5965,-10379309.6456,5612684.5593
0008XX ALDRICH AVE N,MP2022713026,4,11/9/2022 12:00:00 AM,1656,11/7/2022 12:00:00 AM,11/9/2022 4:56:00 PM,1700,TFMV,THEFT FROM MOTR VEHC,07 ,11/10/2022 12:00:00 AM,,-93.29093,44.98678,-10385098.7178136,5619440.65820941,Sumner - Glenwood,11/10/2022 12:00:00 AM,12/1/2022 7:08:48 AM,5967,-10385098.7178,5619440.6582
